ProdID,ProductID,ProductName,SellingPricePerUnit,PurchasingPricePerUnit,SubCategoryID
P74,TEC-CAN-10001437,"Canon Wireless Fax, Laser",378.66,193.14000000000004,SC3
P75,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,1360.99,734.9346,SC5
P76,TEC-PH-10004327,"Motorola Smart Phone, Full Size",643.98,450.81000000000006,SC2
P77,OFF-AP-10001621,"Hamilton Beach Refrigerator, Black",499.56,459.6,SC7
P78,OFF-HOO-10001881,"Hoover Stove, White",566.61,538.29,SC7
P79,TEC-CO-10001954,"Brother Wireless Fax, Laser",378.8100000000002,215.94000000000008,SC3
P80,FUR-BO-10003282,"Ikea Classic Bookcase, Mobile",414.26999999999987,281.73,SC9
P81,TEC-CO-10003102,"Canon Copy Machine, Color",263.58,263.58,SC3
P82,FUR-TA-10003392,Global Adaptabilities Conference Tables,280.98,227.5938,SC4
P83,OFF-AP-10002552,"Hamilton Beach Stove, White",540.4799999999998,383.75999999999993,SC7
P84,TEC-MOT-10000554,"Motorola Smart Phone, Full Size",643.98,450.81,SC2
P85,FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",923.76,554.2799999999999,SC4
P86,FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",414.26999999999987,281.7299999999999,SC9
P87,TEC-MA-10003515,"Panasonic Printer, Red",263.64000000000004,224.1,SC8
P88,OFF-AP-10002904,"Hamilton Beach Refrigerator, Silver",500.88,445.8,SC7
P89,TEC-MOT-10003348,"Motorola Smart Phone, Full Size",642.6899999999998,398.49,SC2
P90,TEC-PH-10001990,"Cisco Smart Phone, Full Size",652.6800000000002,443.85000000000014,SC2
P91,TEC-PH-10002898,"Samsung Smart Phone, Full Size",637.44,344.22000000000014,SC2
P92,TEC-CO-10001633,"Sharp Fax Machine, High-Speed",293.85,232.17,SC3
P93,TEC-PH-10002623,"Cisco Smart Phone, with Caller ID",654.2400000000001,366.39,SC2
P94,FUR-TA-10004575,Hon 5100 Series Wood Tables,290.98,238.60360000000009,SC4
P95,FUR-BO-10001498,"Dania Classic Bookcase, Pine",274.74,173.10000000000005,SC9
P96,OFF-AP-10003598,"Breville Refrigerator, Red",519.3299999999998,373.92,SC7
P97,FUR-CH-10001582,"Office Star Executive Leather Armchair, Black",467.43,434.73,SC1
P98,TEC-MA-10001047,"3D Systems Cube Printer, 2nd Generation, Magenta",1299.99,961.9926000000003,SC8
P99,TEC-PH-10000505,"Apple Smart Phone, with Caller ID",639.0600000000002,517.6500000000002,SC2
P100,FUR-BO-10002003,"Sauder Classic Bookcase, Metal",435.4500000000001,370.14,SC9
P101,TEC-CO-10001775,"Sharp Wireless Fax, Laser",355.92,202.89000000000004,SC3
P102,OFF-AP-10000647,"Hoover Refrigerator, White",524.4,471.96,SC7
P103,TEC-MA-10004002,Zebra GX420t Direct Thermal Thermal Transfer Printer,530.95,376.97450000000015,SC8
P104,TEC-CO-10001926,"Hewlett Wireless Fax, Laser",380.19,262.35,SC3
P105,OFF-ST-10001496,Standard Rollaway File with Lock,180.19,133.3406,SC10
P106,FUR-CH-10002203,"SAFCO Executive Leather Armchair, Black",458.99999999999983,243.2699999999999,SC1
P107,FUR-BO-10001934,"Bush Library with Doors, Metal",363.78,334.68,SC9
P108,TEC-CO-10000562,"HP Wireless Fax, Digital",359.85,280.71,SC3
P109,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",1749.99,1189.9932,SC8
P110,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,760.98,380.49,SC5
P111,TEC-CO-10002035,"Canon Wireless Fax, High-Speed",376.86,346.74,SC3
P112,TEC-CO-10004099,"Sharp Fax Machine, Digital",295.29,295.29,SC3
P113,TEC-PH-10003002,"Cisco Smart Phone, Full Size",651.39,547.1700000000002,SC2
P114,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",320.64,250.0992,SC4
P115,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,3499.99,1819.9948,SC3
P116,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,152.02319999999997,SC1
P117,TEC-CO-10004398,"Brother Copy Machine, Color",173.66,100.74,SC3
P118,TEC-CO-10004535,"Hewlett Fax Machine, High-Speed",318.12,203.61,SC3
P119,TEC-AC-10000420,"Belkin Router, USB",258.96000000000004,145.02000000000004,SC0
P120,FUR-BO-10001212,"Safco Classic Bookcase, Mobile",440.67,392.22,SC9
P121,TEC-PH-10001670,"Motorola Smart Phone, Full Size",643.98,399.27,SC2
P122,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,500.98,375.73500000000007,SC1
P123,FUR-BO-10004679,"Safco Library with Doors, Pine",391.14,348.11999999999995,SC9
P124,OFF-AP-10001776,"Hoover Refrigerator, Red",350.84,238.58,SC7
P125,TEC-MA-10003704,"StarTech Printer, Wireless",256.1700000000001,163.9500000000001,SC8
P126,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,266.7448,SC1
P127,TEC-MA-10000984,Okidata MB760 Printer,1399.0,993.2900000000003,SC8
P128,TEC-AC-10000376,"Memorex Router, Bluetooth",164.14,93.56000000000002,SC0
P129,TEC-CO-10003800,"Hewlett Wireless Fax, Color",381.63,305.31,SC3
P130,TEC-SAM-10004230,"Samsung Smart Phone, Cordless",639.0000000000001,594.2700000000002,SC2
P131,FUR-CH-10002320,Hon Pagoda Stacking Chairs,320.98,224.68600000000006,SC1
P132,OFF-AP-10002312,"KitchenAid Refrigerator, Black",527.37,411.36,SC7
P133,TEC-PH-10000169,"Apple Smart Phone, with Caller ID",639.0600000000002,325.9500000000001,SC2
P134,FUR-CH-10000595,Safco Contoured Stacking Chairs,238.4,178.8,SC1
P135,FUR-BO-10000288,"Safco Classic Bookcase, Traditional",438.15,425.0100000000001,SC9
P136,TEC-AC-10000866,"Belkin Router, Erganomic",256.56000000000006,212.97000000000008,SC0
P137,OFF-AP-10001623,"Hoover Stove, White",566.61,538.29,SC7
P138,FUR-BO-10003541,"Bush Classic Bookcase, Metal",412.14,272.04,SC9
P139,TEC-CO-10004365,"HP Wireless Fax, Color",361.65,358.05,SC3
P140,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,1699.99,1189.9930000000004,SC8
P141,TEC-PH-10000800,"Cisco Smart Phone, Full Size",652.6800000000002,483.00000000000017,SC2
P142,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,678.3545999999999,SC9
P143,FUR-TA-10001642,"Lesro Round Table, Rectangular",299.72,236.78,SC4
P144,OFF-AP-10001041,"Hoover Stove, White",377.74,200.22,SC7
P145,OFF-AP-10002090,"Hamilton Beach Refrigerator, Red",500.13,320.1,SC7
P146,OFF-AP-10002330,"Hamilton Beach Stove, Silver",543.09,336.72,SC7
P147,TEC-CIS-10002344,"Cisco Smart Phone, Full Size",651.39,508.11,SC2
P148,FUR-TA-10002153,"Lesro Round Table, with Bottom Storage",452.0100000000001,348.0600000000002,SC4
P149,OFF-AP-10004964,"Hoover Stove, White",566.61,413.64,SC7
P150,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,257.49,208.56690000000003,SC0
P151,FUR-CH-10002061,"Harbour Creations Executive Leather Armchair, Red",475.85999999999984,361.67999999999984,SC1
P152,TEC-PH-10002759,"Cisco Smart Phone, Cordless",651.48,390.9,SC2
P153,TEC-PH-10001699,"Samsung Smart Phone, Full Size",637.44,529.0800000000002,SC2
P154,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,2999.99,2219.9926000000005,SC8
P155,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,299.95,218.9635,SC2
P156,FUR-BO-10000490,"Bush Library with Doors, Metal",363.78,309.24000000000007,SC9
P157,TEC-PH-10000018,"Nokia Smart Phone, Full Size",424.90000000000015,327.1800000000001,SC2
P158,FUR-HON-10003533,"Hon Executive Leather Armchair, Adjustable",459.63,335.5499999999999,SC1
P159,TEC-AC-10001949,"Enermax Router, Bluetooth",258.33,235.11,SC0
P160,OFF-HOO-10004910,"Hoover Refrigerator, White",524.4,419.52,SC7
P161,TEC-MA-10001335,"Epson Printer, Durable",262.74,162.9,SC8
P162,FUR-TA-10000347,"Hon Computer Table, Adjustable Height",489.81,426.15,SC4
P163,TEC-PH-10000493,"Apple Smart Phone, Full Size",637.5,459.0,SC2
P164,FUR-TA-10003596,"Lesro Computer Table, Adjustable Height",425.91,264.0899999999999,SC4
P165,FUR-TA-10003179,"Lesro Wood Table, Fully Assembled",468.9,276.66,SC4
P166,TEC-PH-10001396,"Nokia Smart Phone, Cordless",636.1500000000002,432.60000000000014,SC2
P167,FUR-TA-10003078,"Hon Training Table, Fully Assembled",334.17,200.52000000000004,SC4
P168,FUR-CH-10003581,"Hon Executive Leather Armchair, Adjustable",454.70999999999987,291.02999999999986,SC1
P169,FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",908.5499999999997,563.3099999999997,SC4
P170,OFF-AP-10001956,"Breville Refrigerator, Black",518.76,295.71,SC7
P171,TEC-PH-10002200,Samsung Galaxy Note 2,459.99,331.19279999999986,SC2
P172,OFF-AP-10003382,"Breville Stove, White",559.6800000000002,436.56000000000006,SC7
P173,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,419.19,306.00869999999986,SC10
P174,OFF-AP-10003917,"KitchenAid Stove, Silver",570.9000000000002,331.1400000000001,SC7
P175,OFF-ST-10002900,"Smead Lockers, Wire Frame",197.49,179.73000000000005,SC10
P176,TEC-CO-10003819,"Sharp Copy Machine, High-Speed",239.4,239.4,SC3
P177,OFF-AP-10000675,"Hamilton Beach Stove, White",540.4799999999998,470.22,SC7
P178,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry Storm Gray Finish",430.98,405.1212,SC9
P179,OFF-AP-10001824,"Breville Stove, Silver",562.29,506.07,SC7
P180,OFF-SME-10000746,"Smead Lockers, Industrial",198.89999999999995,143.21999999999997,SC10
P181,TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,680.9,347.259,SC8
P182,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",178.47,124.92900000000002,SC10
P183,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,404.95,287.5145,SC2
P184,TEC-CO-10000208,"Brother Wireless Fax, Color",380.25,380.25,SC3
P185,FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel Tilt Chairs,280.98,261.31140000000005,SC1
P186,TEC-EPS-10000053,"Epson Receipt Printer, Red",114.18000000000002,57.09000000000001,SC8
P187,OFF-ST-10004060,"Fellowes Lockers, Blue",207.33,118.19999999999996,SC10
P188,TEC-PH-10000303,"Samsung Smart Phone, VoIP",636.24,369.03,SC2
P189,FUR-BO-10002708,"Dania Library with Doors, Pine",363.75,323.76,SC9
P190,FUR-BO-10000210,"Ikea Library with Doors, Pine",364.74,255.33,SC9
P191,FUR-BO-10001192,"Bush Library with Doors, Mobile",366.84000000000015,209.10000000000005,SC9
P192,FUR-SAU-10002255,"Sauder Classic Bookcase, Pine",437.34,363.0,SC9
P193,FUR-CH-10000974,"Harbour Creations Executive Leather Armchair, Black",473.60999999999984,331.52999999999986,SC1
P194,OFF-AP-10003866,"Breville Microwave, Red",301.71,202.17,SC7
P195,FUR-CH-10003616,"Novimex Executive Leather Armchair, Adjustable",460.4399999999998,262.47,SC1
P196,FUR-CH-10000479,"Harbour Creations Executive Leather Armchair, Adjustable",471.18,240.32999999999996,SC1
P197,TEC-CO-10001046,Canon Imageclass D680 Copier   Fax,699.99,384.99450000000013,SC3
P198,OFF-HOO-10000318,"Hoover Microwave, Silver",309.39,157.79999999999995,SC7
P199,TEC-NOK-10001283,"Nokia Smart Phone, Full Size",637.35,567.27,SC2
P200,OFF-AP-10000407,"KitchenAid Refrigerator, Silver",352.46,257.29999999999995,SC7
P201,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,896.9900000000001,475.40470000000016,SC5
P202,FUR-CH-10002335,Hon GuestStacker Chair,226.67,167.73579999999995,SC1
P203,TEC-MA-10001148,Okidata MB491 Multifunction Printer,499.00000000000006,364.27,SC8
P204,FUR-BAR-10004434,"Barricks Wood Table, Rectangular",514.5,277.83,SC4
P205,FUR-BO-10002444,"Sauder Library with Doors, Mobile",390.15,261.42,SC9
P206,FUR-BO-10004709,"Bush Classic Bookcase, Pine",414.03,211.17,SC9
P207,TEC-MA-10004772,"Konica Inkjet, White",310.5900000000001,192.57,SC8
P208,FUR-BAR-10003532,"Barricks Conference Table, Rectangular",904.6499999999997,615.1799999999997,SC4
P209,TEC-CO-10002911,"Hewlett Wireless Fax, Laser",380.19,307.98,SC3
P210,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,212.6,167.954,SC4
P211,FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",435.99,257.25,SC9
P212,TEC-NOK-10004339,"Nokia Smart Phone, Cordless",636.1500000000002,432.60000000000014,SC2
P213,FUR-TA-10000022,"Hon Conference Table, Adjustable Height",923.67,702.0,SC4
P214,FUR-CH-10000843,"SAFCO Executive Leather Armchair, Set of Two",309.11999999999995,281.29999999999995,SC1
P215,OFF-AP-10002681,"Hamilton Beach Stove, Black",361.18,335.9,SC7
P216,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,421.95,236.292,SC0
P217,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,387.99000000000007,205.63470000000004,SC5
P218,OFF-AP-10004627,"Hamilton Beach Stove, Silver",362.06,351.2,SC7
P219,TEC-PH-10001076,"Nokia Smart Phone, Cordless",424.1,402.9,SC2
P220,TEC-PH-10001457,"Apple Smart Phone, Full Size",637.5,567.39,SC2
P221,TEC-MA-10004534,"Konica Printer, Wireless",267.84000000000003,259.83000000000004,SC8
P222,FUR-BO-10003991,"Bush Classic Bookcase, Traditional",412.68,243.51,SC9
P223,OFF-AP-10002793,"KitchenAid Stove, Black",569.58,427.19999999999993,SC7
P224,FUR-CH-10002093,"Harbour Creations Rocking Chair, Adjustable",99.72,63.84000000000002,SC1
P225,FUR-BO-10003103,"Ikea Classic Bookcase, Metal",411.20999999999987,333.09,SC9
P226,TEC-CO-10001818,"Sharp Wireless Fax, Digital",237.04,234.68,SC3
P227,TEC-CO-10002040,"Brother Fax Machine, Digital",318.18,184.56,SC3
P228,TEC-CO-10001654,"Hewlett Wireless Fax, Digital",379.83,224.1,SC3
P229,OFF-AP-10002397,"Breville Microwave, White",299.85,200.91,SC7
P230,TEC-CAN-10001853,"Canon Fax Machine, High-Speed",316.5900000000001,278.61,SC3
P231,FUR-CH-10001207,"Hon Executive Leather Armchair, Red",459.3899999999999,390.50999999999993,SC1
P232,TEC-PH-10002597,"Apple Signal Booster, with Caller ID",136.65,124.38,SC2
P233,TEC-CO-10002617,"Brother Fax Machine, High-Speed",211.16000000000003,122.48,SC3
P234,TEC-CO-10000556,"HP Wireless Fax, Laser",360.2100000000001,338.61,SC3
P235,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel Black",328.14,236.2608,SC7
P236,TEC-HEW-10003460,"Hewlett Fax and Copier, Color",194.31,151.59,SC3
P237,TEC-PH-10002672,"Cisco Smart Phone, Full Size",434.2600000000001,356.1,SC2
P238,TEC-PH-10000106,"Apple Smart Phone, Full Size",425.0,365.5,SC2
P239,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,275.37,167.9757,SC7
P240,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier   Printer,499.99,274.9945000000001,SC3
P241,TEC-SAM-10000345,"Samsung Audio Dock, with Caller ID",166.82999999999996,161.84999999999997,SC2
P242,TEC-CIS-10002259,"Cisco Smart Phone, Cordless",651.48,390.9,SC2
P243,OFF-AP-10004350,"KitchenAid Refrigerator, Red",527.9399999999998,374.85,SC7
P244,OFF-HOO-10000335,"Hoover Microwave, White",306.78,223.95,SC7
P245,FUR-BO-10004129,"Sauder Classic Bookcase, Pine",437.34,363.0,SC9
P246,OFF-ST-10004597,"Rogers File Cart, Blue",140.67000000000002,139.29000000000002,SC10
P247,FUR-CH-10001664,"Novimex Swivel Stool, Black",162.03000000000003,126.39000000000004,SC1
P248,OFF-AP-10003240,"Breville Stove, Black",560.97,398.31,SC7
P249,FUR-TA-10000136,"Chromcraft Conference Table, Adjustable Height",583.2399999999999,396.62,SC4
P250,FUR-BO-10002866,"Safco Classic Bookcase, Pine",439.5,408.75,SC9
P251,OFF-ST-10004459,Tennsco Single-Tier Lockers,375.34,356.5730000000001,SC10
P252,FUR-TA-10001276,"Lesro Coffee Table, with Bottom Storage",252.0,168.84,SC4
P253,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,695.7,361.764,SC8
P254,TEC-APP-10002966,"Apple Smart Phone, Full Size",637.5,459.0,SC2
P255,FUR-CH-10000685,"Hon Executive Leather Armchair, Black",457.1399999999999,287.9999999999999,SC1
P256,FUR-BO-10001541,"Bush Stackable Bookrack, Traditional",122.96999999999998,113.15999999999998,SC9
P257,TEC-CO-10003931,"Hewlett Fax Machine, High-Speed",212.08000000000004,212.08,SC3
P258,FUR-BO-10001553,"Sauder Library with Doors, Traditional",387.63,383.7600000000001,SC9
P259,OFF-ST-10004748,"Smead Lockers, Blue",198.42,168.66,SC10
P260,OFF-AP-10000540,"Hamilton Beach Refrigerator, Red",500.1299999999998,455.13,SC7
P261,TEC-CO-10004567,"Brother Fax Machine, Color",319.98,176.01000000000005,SC3
P262,FUR-BO-10001749,"Bush Classic Bookcase, Traditional",412.68,387.93,SC9
P263,OFF-ROG-10003898,"Rogers Lockers, Single Width",211.65,118.52999999999996,SC10
P264,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,440.0,237.60000000000005,SC8
P265,TEC-CO-10002663,"Sharp Wireless Fax, Laser",355.92,266.94,SC3
P266,TEC-CO-10001419,"Hewlett Copy Machine, Color",265.11,257.1599999999999,SC3
P267,TEC-CO-10003763,Canon PC1060 Personal Laser Copier,699.99,370.99470000000014,SC3
P268,TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",142.46999999999997,141.05999999999997,SC3
P269,FUR-IKE-10001539,"Ikea Classic Bookcase, Pine",413.1,404.85,SC9
P270,TEC-CO-10002376,"Hewlett Fax Machine, Laser",319.92,166.38,SC3
P271,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",259.71,197.3796,SC4
P272,OFF-AP-10000136,"Hamilton Beach Refrigerator, White",498.26999999999987,328.86,SC7
P273,FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",290.66,226.72000000000003,SC9
P274,FUR-BO-10001471,"Sauder Classic Bookcase, Metal",435.4500000000001,226.44000000000003,SC9
P275,OFF-ST-10001758,"Rogers Lockers, Blue",211.62,196.83,SC10
P276,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,329.99,197.99400000000003,SC0
P277,OFF-ST-10004191,"Tenex Lockers, Blue",204.15,151.07999999999996,SC10
P278,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,223.743,SC4
P279,FUR-OFF-10001224,"Office Star Swivel Stool, Red",173.94,165.27,SC1
P280,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,193.1252,SC9
P281,OFF-AP-10004913,"KitchenAid Refrigerator, Black",351.5800000000001,270.7200000000001,SC7
P282,TEC-MA-10002392,"Konica Card Printer, Wireless",175.17000000000004,87.60000000000002,SC8
P283,FUR-TA-10003222,"Barricks Wood Table, with Bottom Storage",516.9300000000002,413.55,SC4
P284,TEC-AC-10000639,"Belkin Router, Bluetooth",258.75,183.72,SC0
P285,FUR-TA-10003354,"Barricks Conference Table, Adjustable Height",909.27,645.5999999999998,SC4
P286,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,223.98,118.7094,SC5
P287,OFF-AP-10001527,"Hamilton Beach Microwave, Black",281.94,253.77,SC7
P288,TEC-SAM-10004940,"Samsung Smart Phone, Full Size",637.44,344.22000000000014,SC2
P289,TEC-CO-10003777,"Hewlett Copy Machine, Color",261.87,209.52000000000004,SC3
P290,OFF-AP-10001169,"Cuisinart Microwave, White",276.6,246.17999999999995,SC7
P291,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,500.98,405.7938,SC9
P292,FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",146.82,104.25,SC9
