ProductID,ProductName,SellingPricePerUnit,PurchasingPricePerUnit,SubCategoryID
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,376.13,289.6201,SC4
TEC-APP-10000308,"Apple Smart Phone, Full Size",636.21,458.1000000000001,SC2
TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,699.99,356.99490000000003,SC8
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,3999.99,2959.9925999999996,SC8
TEC-CO-10000013,"Brother Fax Machine, Laser",318.54,187.95000000000002,SC3
TEC-PH-10000499,"Motorola Smart Phone, Full Size",642.6899999999999,546.3,SC2
TEC-PH-10003856,"Motorola Smart Phone, with Caller ID",645.54,555.18,SC2
FUR-BO-10004852,"Sauder Classic Bookcase, Traditional",435.99,274.67999999999995,SC9
OFF-AP-10000486,"Cuisinart Stove, Silver",539.04,377.34000000000003,SC7
OFF-BI-10001120,Ibico EPK-21 Electric Binding System,1889.9900000000002,963.8949,SC5
FUR-CH-10003365,"Office Star Executive Leather Armchair, Adjustable",464.9999999999999,274.3499999999999,SC1
FUR-CH-10000602,"Novimex Executive Leather Armchair, Red",460.2,441.80999999999995,SC1
TEC-MA-10002680,"Konica Inkjet, White",310.59000000000003,239.16000000000003,SC8
FUR-CH-10000891,"Harbour Creations Executive Leather Armchair, Black",315.73999999999995,236.81999999999996,SC1
TEC-CAN-10003392,"Canon Copy Machine, Color",263.58,197.7,SC3
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,599.99,311.9948,SC3
FUR-BO-10001372,"Safco Classic Bookcase, Pine",439.5,408.75,SC9
TEC-MOT-10002272,"Motorola Smart Phone, with Caller ID",645.54,497.06999999999994,SC2
TEC-CO-10004997,"Hewlett Wireless Fax, Color",381.63,198.45,SC3
TEC-CO-10001766,Canon PC940 Copier,449.99000000000007,238.49470000000005,SC3
FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",872.67,759.24,SC4
OFF-AP-10002244,"Breville Refrigerator, White",517.4699999999999,336.35999999999996,SC7
TEC-PH-10001459,Samsung Galaxy Mega 6.3,419.99000000000007,310.79260000000005,SC2
FUR-BO-10001073,"Safco Classic Bookcase, Metal",437.61,354.48,SC9
TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,1160.95,603.6940000000001,SC8
TEC-PH-10002035,"Samsung Smart Phone, Cordless",639.0000000000001,594.2700000000002,SC2
TEC-PH-10002565,"Apple Audio Dock, with Caller ID",166.89000000000001,141.87,SC2
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,300.65,201.4355,SC7
FUR-BO-10004999,"Safco Classic Bookcase, Metal",437.61,227.58,SC9
FUR-TA-10001205,"Chromcraft Wood Table, Rectangular",480.09000000000003,316.86,SC4
TEC-PH-10004196,"Samsung Smart Phone, Cordless",426.0000000000001,396.1800000000001,SC2
FUR-CHR-10001018,"Chromcraft Round Table, Rectangular",464.6700000000001,432.1500000000001,SC4
FUR-CH-10003232,"Harbour Creations Executive Leather Armchair, Adjustable",471.17999999999995,320.42999999999995,SC1
OFF-AP-10001630,"Hamilton Beach Microwave, Black",187.96,178.57999999999998,SC7
FUR-HAR-10002873,"Harbour Creations Executive Leather Armchair, Adjustable",476.09999999999997,285.65999999999997,SC1
FUR-TA-10000687,"Bevis Conference Table, with Bottom Storage",923.7599999999999,554.28,SC4
TEC-PH-10004505,"Nokia Smart Phone, Full Size",637.35,567.27,SC2
TEC-PH-10002683,"Apple Smart Phone, Cordless",636.3,400.89,SC2
TEC-CO-10002269,"Brother Ink, Color",148.74,75.87,SC3
TEC-CO-10002526,"Sharp Wireless Fax, Digital",355.56,224.01,SC3
FUR-CH-10002891,"Hon Executive Leather Armchair, Adjustable",454.7099999999999,404.6999999999999,SC1
TEC-CAN-10001437,"Canon Wireless Fax, Laser",378.66,193.14000000000004,SC3
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,1360.99,734.9346,SC5
TEC-PH-10004327,"Motorola Smart Phone, Full Size",643.98,450.81000000000006,SC2
OFF-AP-10001621,"Hamilton Beach Refrigerator, Black",499.56,459.59999999999997,SC7
OFF-HOO-10001881,"Hoover Stove, White",566.61,538.29,SC7
TEC-CO-10001954,"Brother Wireless Fax, Laser",378.8100000000001,215.9400000000001,SC3
FUR-BO-10003282,"Ikea Classic Bookcase, Mobile",414.2699999999999,281.72999999999996,SC9
TEC-CO-10003102,"Canon Copy Machine, Color",263.58,263.58,SC3
FUR-TA-10003392,Global Adaptabilities Conference Tables,280.98,227.59380000000002,SC4
OFF-AP-10002552,"Hamilton Beach Stove, White",540.4799999999999,383.75999999999993,SC7
TEC-MOT-10000554,"Motorola Smart Phone, Full Size",643.98,450.81,SC2
FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",923.7599999999999,554.2799999999999,SC4
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",414.2699999999999,281.7299999999999,SC9
TEC-MA-10003515,"Panasonic Printer, Red",263.64000000000004,224.10000000000002,SC8
OFF-AP-10002904,"Hamilton Beach Refrigerator, Silver",500.87999999999994,445.8,SC7
TEC-MOT-10003348,"Motorola Smart Phone, Full Size",642.6899999999999,398.48999999999995,SC2
TEC-PH-10001990,"Cisco Smart Phone, Full Size",652.6800000000001,443.8500000000001,SC2
TEC-PH-10002898,"Samsung Smart Phone, Full Size",637.44,344.2200000000001,SC2
TEC-CO-10001633,"Sharp Fax Machine, High-Speed",293.84999999999997,232.17,SC3
TEC-PH-10002623,"Cisco Smart Phone, with Caller ID",654.2400000000001,366.39,SC2
FUR-TA-10004575,Hon 5100 Series Wood Tables,290.98,238.60360000000006,SC4
FUR-BO-10001498,"Dania Classic Bookcase, Pine",274.74,173.10000000000002,SC9
OFF-AP-10003598,"Breville Refrigerator, Red",519.3299999999999,373.91999999999996,SC7
FUR-CH-10001582,"Office Star Executive Leather Armchair, Black",467.42999999999995,434.72999999999996,SC1
TEC-MA-10001047,"3D Systems Cube Printer, 2nd Generation, Magenta",1299.99,961.9926000000002,SC8
TEC-PH-10000505,"Apple Smart Phone, with Caller ID",639.0600000000001,517.6500000000001,SC2
FUR-BO-10002003,"Sauder Classic Bookcase, Metal",435.45000000000005,370.14000000000004,SC9
TEC-CO-10001775,"Sharp Wireless Fax, Laser",355.92,202.89000000000004,SC3
OFF-AP-10000647,"Hoover Refrigerator, White",524.4,471.96,SC7
TEC-MA-10004002,Zebra GX420t Direct Thermal Thermal Transfer Printer,530.95,376.9745000000001,SC8
TEC-CO-10001926,"Hewlett Wireless Fax, Laser",380.19,262.35,SC3
OFF-ST-10001496,Standard Rollaway File with Lock,180.19,133.3406,SC10
FUR-CH-10002203,"SAFCO Executive Leather Armchair, Black",458.99999999999983,243.26999999999987,SC1
FUR-BO-10001934,"Bush Library with Doors, Metal",363.78000000000003,334.68,SC9
TEC-CO-10000562,"HP Wireless Fax, Digital",359.85,280.71,SC3
TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",1749.99,1189.9932000000001,SC8
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,760.98,380.49,SC5
TEC-CO-10002035,"Canon Wireless Fax, High-Speed",376.86,346.74,SC3
TEC-CO-10004099,"Sharp Fax Machine, Digital",295.28999999999996,295.28999999999996,SC3
TEC-PH-10003002,"Cisco Smart Phone, Full Size",651.39,547.1700000000001,SC2
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",320.64,250.09920000000002,SC4
TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,3499.99,1819.9948,SC3
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,152.02319999999997,SC1
TEC-CO-10004398,"Brother Copy Machine, Color",173.66,100.74,SC3
TEC-CO-10004535,"Hewlett Fax Machine, High-Speed",318.12,203.60999999999996,SC3
TEC-AC-10000420,"Belkin Router, USB",258.96000000000004,145.02000000000004,SC0
FUR-BO-10001212,"Safco Classic Bookcase, Mobile",440.66999999999996,392.21999999999997,SC9
TEC-PH-10001670,"Motorola Smart Phone, Full Size",643.98,399.27,SC2
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,500.98,375.73500000000007,SC1
FUR-BO-10004679,"Safco Library with Doors, Pine",391.14,348.11999999999995,SC9
OFF-AP-10001776,"Hoover Refrigerator, Red",350.84,238.57999999999996,SC7
TEC-MA-10003704,"StarTech Printer, Wireless",256.1700000000001,163.95000000000007,SC8
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,266.7448,SC1
TEC-MA-10000984,Okidata MB760 Printer,1399.0,993.2900000000002,SC8
TEC-AC-10000376,"Memorex Router, Bluetooth",164.14000000000001,93.56000000000002,SC0
TEC-CO-10003800,"Hewlett Wireless Fax, Color",381.63,305.31,SC3
TEC-SAM-10004230,"Samsung Smart Phone, Cordless",639.0000000000001,594.2700000000001,SC2
FUR-CH-10002320,Hon Pagoda Stacking Chairs,320.98,224.6860000000001,SC1
OFF-AP-10002312,"KitchenAid Refrigerator, Black",527.37,411.35999999999996,SC7
TEC-PH-10000169,"Apple Smart Phone, with Caller ID",639.0600000000001,325.9500000000001,SC2
FUR-CH-10000595,Safco Contoured Stacking Chairs,238.4,178.8,SC1
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",438.15000000000003,425.01000000000005,SC9
TEC-AC-10000866,"Belkin Router, Erganomic",256.56000000000006,212.97000000000006,SC0
OFF-AP-10001623,"Hoover Stove, White",566.61,538.29,SC7
FUR-BO-10003541,"Bush Classic Bookcase, Metal",412.14,272.03999999999996,SC9
TEC-CO-10004365,"HP Wireless Fax, Color",361.65,358.05,SC3
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,1699.99,1189.9930000000002,SC8
TEC-PH-10000800,"Cisco Smart Phone, Full Size",652.6800000000001,483.0000000000001,SC2
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,678.3545999999999,SC9
FUR-TA-10001642,"Lesro Round Table, Rectangular",299.71999999999997,236.78,SC4
OFF-AP-10001041,"Hoover Stove, White",377.74,200.22,SC7
OFF-AP-10002090,"Hamilton Beach Refrigerator, Red",500.12999999999994,320.09999999999997,SC7
OFF-AP-10002330,"Hamilton Beach Stove, Silver",543.09,336.71999999999997,SC7
TEC-CIS-10002344,"Cisco Smart Phone, Full Size",651.39,508.11,SC2
FUR-TA-10002153,"Lesro Round Table, with Bottom Storage",452.01000000000005,348.0600000000001,SC4
OFF-AP-10004964,"Hoover Stove, White",566.61,413.64,SC7
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,257.49,208.56690000000003,SC0
FUR-CH-10002061,"Harbour Creations Executive Leather Armchair, Red",475.8599999999999,361.6799999999999,SC1
TEC-PH-10002759,"Cisco Smart Phone, Cordless",651.48,390.90000000000003,SC2
TEC-PH-10001699,"Samsung Smart Phone, Full Size",637.44,529.0800000000002,SC2
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,2999.99,2219.9926000000005,SC8
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,299.95,218.96349999999998,SC2
FUR-BO-10000490,"Bush Library with Doors, Metal",363.78000000000003,309.24000000000007,SC9
TEC-PH-10000018,"Nokia Smart Phone, Full Size",424.9000000000001,327.1800000000001,SC2
FUR-HON-10003533,"Hon Executive Leather Armchair, Adjustable",459.62999999999994,335.54999999999995,SC1
TEC-AC-10001949,"Enermax Router, Bluetooth",258.33,235.11,SC0
OFF-HOO-10004910,"Hoover Refrigerator, White",524.4,419.52,SC7
TEC-MA-10001335,"Epson Printer, Durable",262.74,162.9,SC8
FUR-TA-10000347,"Hon Computer Table, Adjustable Height",489.80999999999995,426.15,SC4
TEC-PH-10000493,"Apple Smart Phone, Full Size",637.5,459.0,SC2
FUR-TA-10003596,"Lesro Computer Table, Adjustable Height",425.90999999999997,264.0899999999999,SC4
FUR-TA-10003179,"Lesro Wood Table, Fully Assembled",468.9,276.66,SC4
TEC-PH-10001396,"Nokia Smart Phone, Cordless",636.1500000000002,432.6000000000002,SC2
FUR-TA-10003078,"Hon Training Table, Fully Assembled",334.17,200.52000000000004,SC4
FUR-CH-10003581,"Hon Executive Leather Armchair, Adjustable",454.7099999999999,291.0299999999999,SC1
FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",908.5499999999998,563.3099999999998,SC4
OFF-AP-10001956,"Breville Refrigerator, Black",518.76,295.71,SC7
TEC-PH-10002200,Samsung Galaxy Note 2,459.99,331.1927999999999,SC2
OFF-AP-10003382,"Breville Stove, White",559.6800000000001,436.56000000000006,SC7
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,419.19,306.0086999999999,SC10
OFF-AP-10003917,"KitchenAid Stove, Silver",570.9000000000001,331.1400000000001,SC7
OFF-ST-10002900,"Smead Lockers, Wire Frame",197.49,179.73000000000002,SC10
TEC-CO-10003819,"Sharp Copy Machine, High-Speed",239.39999999999998,239.39999999999998,SC3
OFF-AP-10000675,"Hamilton Beach Stove, White",540.4799999999999,470.21999999999997,SC7
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry Storm Gray Finish",430.98,405.12120000000004,SC9
OFF-AP-10001824,"Breville Stove, Silver",562.29,506.06999999999994,SC7
OFF-SME-10000746,"Smead Lockers, Industrial",198.89999999999995,143.21999999999997,SC10
TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,680.9,347.259,SC8
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",178.47,124.92900000000002,SC10
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,404.95,287.5145,SC2
TEC-CO-10000208,"Brother Wireless Fax, Color",380.25,380.25,SC3
FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel Tilt Chairs,280.98,261.31140000000005,SC1
TEC-EPS-10000053,"Epson Receipt Printer, Red",114.18000000000002,57.09000000000001,SC8
OFF-ST-10004060,"Fellowes Lockers, Blue",207.32999999999998,118.19999999999997,SC10
TEC-PH-10000303,"Samsung Smart Phone, VoIP",636.24,369.03000000000003,SC2
FUR-BO-10002708,"Dania Library with Doors, Pine",363.75,323.76,SC9
FUR-BO-10000210,"Ikea Library with Doors, Pine",364.74,255.33,SC9
FUR-BO-10001192,"Bush Library with Doors, Mobile",366.8400000000001,209.10000000000005,SC9
FUR-SAU-10002255,"Sauder Classic Bookcase, Pine",437.34000000000003,363.0,SC9
FUR-CH-10000974,"Harbour Creations Executive Leather Armchair, Black",473.6099999999999,331.5299999999999,SC1
OFF-AP-10003866,"Breville Microwave, Red",301.71,202.16999999999996,SC7
FUR-CH-10003616,"Novimex Executive Leather Armchair, Adjustable",460.4399999999999,262.46999999999997,SC1
FUR-CH-10000479,"Harbour Creations Executive Leather Armchair, Adjustable",471.17999999999995,240.32999999999993,SC1
TEC-CO-10001046,Canon Imageclass D680 Copier   Fax,699.99,384.9945000000001,SC3
OFF-HOO-10000318,"Hoover Microwave, Silver",309.39,157.79999999999998,SC7
TEC-NOK-10001283,"Nokia Smart Phone, Full Size",637.35,567.27,SC2
OFF-AP-10000407,"KitchenAid Refrigerator, Silver",352.46,257.29999999999995,SC7
OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,896.9900000000001,475.4047000000002,SC5
FUR-CH-10002335,Hon GuestStacker Chair,226.67,167.73579999999998,SC1
TEC-MA-10001148,Okidata MB491 Multifunction Printer,499.00000000000006,364.27000000000004,SC8
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",514.5,277.83,SC4
FUR-BO-10002444,"Sauder Library with Doors, Mobile",390.15,261.41999999999996,SC9
FUR-BO-10004709,"Bush Classic Bookcase, Pine",414.03000000000003,211.17000000000002,SC9
TEC-MA-10004772,"Konica Inkjet, White",310.59000000000003,192.57000000000002,SC8
FUR-BAR-10003532,"Barricks Conference Table, Rectangular",904.6499999999997,615.1799999999998,SC4
TEC-CO-10002911,"Hewlett Wireless Fax, Laser",380.19,307.97999999999996,SC3
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,212.6,167.954,SC4
FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",435.99,257.25,SC9
TEC-NOK-10004339,"Nokia Smart Phone, Cordless",636.1500000000001,432.60000000000014,SC2
FUR-TA-10000022,"Hon Conference Table, Adjustable Height",923.67,702.0,SC4
FUR-CH-10000843,"SAFCO Executive Leather Armchair, Set of Two",309.11999999999995,281.29999999999995,SC1
OFF-AP-10002681,"Hamilton Beach Stove, Black",361.18,335.9,SC7
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,421.95,236.29199999999997,SC0
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,387.99000000000007,205.63470000000004,SC5
OFF-AP-10004627,"Hamilton Beach Stove, Silver",362.06,351.2,SC7
TEC-PH-10001076,"Nokia Smart Phone, Cordless",424.1,402.9,SC2
TEC-PH-10001457,"Apple Smart Phone, Full Size",637.5,567.39,SC2
TEC-MA-10004534,"Konica Printer, Wireless",267.84000000000003,259.83000000000004,SC8
FUR-BO-10003991,"Bush Classic Bookcase, Traditional",412.68,243.51000000000002,SC9
OFF-AP-10002793,"KitchenAid Stove, Black",569.58,427.19999999999993,SC7
FUR-CH-10002093,"Harbour Creations Rocking Chair, Adjustable",99.72000000000001,63.84000000000002,SC1
FUR-BO-10003103,"Ikea Classic Bookcase, Metal",411.2099999999999,333.09,SC9
TEC-CO-10001818,"Sharp Wireless Fax, Digital",237.04,234.68,SC3
TEC-CO-10002040,"Brother Fax Machine, Digital",318.18,184.56,SC3
TEC-CO-10001654,"Hewlett Wireless Fax, Digital",379.83,224.1,SC3
OFF-AP-10002397,"Breville Microwave, White",299.84999999999997,200.90999999999997,SC7
TEC-CAN-10001853,"Canon Fax Machine, High-Speed",316.59000000000003,278.61,SC3
FUR-CH-10001207,"Hon Executive Leather Armchair, Red",459.3899999999999,390.50999999999993,SC1
TEC-PH-10002597,"Apple Signal Booster, with Caller ID",136.65,124.38000000000001,SC2
TEC-CO-10002617,"Brother Fax Machine, High-Speed",211.16000000000003,122.47999999999999,SC3
TEC-CO-10000556,"HP Wireless Fax, Laser",360.21000000000004,338.61,SC3
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel Black",328.14,236.2608,SC7
TEC-HEW-10003460,"Hewlett Fax and Copier, Color",194.31,151.59,SC3
TEC-PH-10002672,"Cisco Smart Phone, Full Size",434.26000000000005,356.1,SC2
TEC-PH-10000106,"Apple Smart Phone, Full Size",425.0,365.5,SC2
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,275.37,167.9757,SC7
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier   Printer,499.99,274.9945000000001,SC3
TEC-SAM-10000345,"Samsung Audio Dock, with Caller ID",166.82999999999998,161.84999999999997,SC2
TEC-CIS-10002259,"Cisco Smart Phone, Cordless",651.48,390.90000000000003,SC2
OFF-AP-10004350,"KitchenAid Refrigerator, Red",527.9399999999999,374.84999999999997,SC7
OFF-HOO-10000335,"Hoover Microwave, White",306.78,223.94999999999996,SC7
FUR-BO-10004129,"Sauder Classic Bookcase, Pine",437.34,363.0,SC9
OFF-ST-10004597,"Rogers File Cart, Blue",140.67000000000002,139.29000000000002,SC10
FUR-CH-10001664,"Novimex Swivel Stool, Black",162.03000000000003,126.39000000000003,SC1
OFF-AP-10003240,"Breville Stove, Black",560.97,398.31,SC7
FUR-TA-10000136,"Chromcraft Conference Table, Adjustable Height",583.2399999999999,396.62,SC4
FUR-BO-10002866,"Safco Classic Bookcase, Pine",439.5,408.75,SC9
OFF-ST-10004459,Tennsco Single-Tier Lockers,375.34,356.57300000000004,SC10
FUR-TA-10001276,"Lesro Coffee Table, with Bottom Storage",252.0,168.84,SC4
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,695.7,361.764,SC8
TEC-APP-10002966,"Apple Smart Phone, Full Size",637.5,459.0,SC2
FUR-CH-10000685,"Hon Executive Leather Armchair, Black",457.1399999999999,287.9999999999999,SC1
FUR-BO-10001541,"Bush Stackable Bookrack, Traditional",122.96999999999998,113.15999999999998,SC9
TEC-CO-10003931,"Hewlett Fax Machine, High-Speed",212.08000000000004,212.08,SC3
FUR-BO-10001553,"Sauder Library with Doors, Traditional",387.63,383.76000000000005,SC9
OFF-ST-10004748,"Smead Lockers, Blue",198.42,168.66,SC10
OFF-AP-10000540,"Hamilton Beach Refrigerator, Red",500.1299999999999,455.12999999999994,SC7
TEC-CO-10004567,"Brother Fax Machine, Color",319.98,176.01000000000002,SC3
FUR-BO-10001749,"Bush Classic Bookcase, Traditional",412.68,387.93,SC9
OFF-ROG-10003898,"Rogers Lockers, Single Width",211.64999999999998,118.52999999999997,SC10
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,440.0,237.60000000000005,SC8
TEC-CO-10002663,"Sharp Wireless Fax, Laser",355.92,266.94,SC3
TEC-CO-10001419,"Hewlett Copy Machine, Color",265.10999999999996,257.1599999999999,SC3
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,699.99,370.9947000000001,SC3
TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",142.46999999999997,141.05999999999997,SC3
FUR-IKE-10001539,"Ikea Classic Bookcase, Pine",413.09999999999997,404.84999999999997,SC9
TEC-CO-10002376,"Hewlett Fax Machine, Laser",319.92,166.38,SC3
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",259.71,197.37959999999998,SC4
OFF-AP-10000136,"Hamilton Beach Refrigerator, White",498.2699999999999,328.85999999999996,SC7
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",290.66,226.72000000000003,SC9
FUR-BO-10001471,"Sauder Classic Bookcase, Metal",435.45000000000005,226.44000000000003,SC9
OFF-ST-10001758,"Rogers Lockers, Blue",211.62,196.83,SC10
TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,329.99,197.994,SC0
OFF-ST-10004191,"Tenex Lockers, Blue",204.14999999999998,151.07999999999998,SC10
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,223.74300000000002,SC4
FUR-OFF-10001224,"Office Star Swivel Stool, Red",173.94,165.27,SC1
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,193.12519999999998,SC9
OFF-AP-10004913,"KitchenAid Refrigerator, Black",351.58000000000004,270.7200000000001,SC7
TEC-MA-10002392,"Konica Card Printer, Wireless",175.17000000000002,87.60000000000001,SC8
FUR-TA-10003222,"Barricks Wood Table, with Bottom Storage",516.9300000000001,413.55,SC4
TEC-AC-10000639,"Belkin Router, Bluetooth",258.75,183.72,SC0
FUR-TA-10003354,"Barricks Conference Table, Adjustable Height",909.2699999999999,645.5999999999999,SC4
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,223.98,118.7094,SC5
OFF-AP-10001527,"Hamilton Beach Microwave, Black",281.94,253.76999999999998,SC7
TEC-SAM-10004940,"Samsung Smart Phone, Full Size",637.44,344.2200000000001,SC2
TEC-CO-10003777,"Hewlett Copy Machine, Color",261.87,209.52000000000004,SC3
OFF-AP-10001169,"Cuisinart Microwave, White",276.59999999999997,246.17999999999995,SC7
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,500.98,405.79380000000003,SC9
FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",146.82,104.25,SC9
TEC-PH-10002991,"Apple Smart Phone, Full Size",636.21,591.69,SC2
FUR-TA-10000989,"Lesro Conference Table, Rectangular",855.1499999999999,453.23999999999995,SC4
TEC-MA-10004609,"Okidata Inkjet, White",311.25000000000006,270.81000000000006,SC8
TEC-CO-10003448,"Canon Personal Copier, Laser",142.74,105.63000000000001,SC3
TEC-CO-10003496,"Brother Wireless Fax, Digital",378.4500000000001,193.02000000000004,SC3
OFF-ST-10003150,"Smead Lockers, Wire Frame",197.49,175.77,SC10
FUR-BO-10004947,"Safco Stackable Bookrack, Pine",150.32999999999998,96.23999999999998,SC9
FUR-CH-10004694,"Office Star Rocking Chair, Black",138.48000000000002,88.65000000000002,SC1
FUR-CH-10004669,"Novimex Executive Leather Armchair, Black",305.2999999999999,186.23999999999995,SC1
FUR-BO-10001196,"Bush Library with Doors, Pine",365.67,277.92,SC9
OFF-KIT-10001380,"KitchenAid Microwave, Black",309.75,309.75,SC7
TEC-MA-10000753,"Epson Printer, Red",259.77,205.23,SC8
